
1618808448123,1212,HTTP Request-post,200,OK,Thread Group 1-2,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1212,0,913
1618808448024,1372,HTTP Request-post,200,OK,Thread Group 1-1,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1372,0,1041
1618808448221,1204,HTTP Request-post,200,OK,Thread Group 1-3,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1204,0,922
1618808448323,1231,HTTP Request-post,200,OK,Thread Group 1-4,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1231,0,931
1618808449337,299,HTTP Request-get,200,OK,Thread Group 1-2,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,298,0,0
1618808448425,1277,HTTP Request-post,200,OK,Thread Group 1-5,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1276,0,926
1618808449397,384,HTTP Request-get,200,OK,Thread Group 1-1,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,383,0,0
1618808449427,457,HTTP Request-get,200,OK,Thread Group 1-3,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,457,0,0
1618808448521,1443,HTTP Request-post,200,OK,Thread Group 1-6,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1443,0,940
1618808449556,542,HTTP Request-get,200,OK,Thread Group 1-4,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,540,0,0
1618808448622,1564,HTTP Request-post,200,OK,Thread Group 1-7,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1564,0,942
1618808449703,670,HTTP Request-get,200,OK,Thread Group 1-5,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,669,0,0
1618808448722,1716,HTTP Request-post,200,OK,Thread Group 1-8,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1715,0,1018
1618808448823,1695,HTTP Request-post,200,OK,Thread Group 1-9,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1695,0,1062
1618808449966,585,HTTP Request-get,200,OK,Thread Group 1-6,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,584,0,0
1618808448919,1641,HTTP Request-post,200,OK,Thread Group 1-10,text,true,,444,327,10,10,https://petstore.swagger.io/v2/store/order,1641,0,1055
1618808450187,559,HTTP Request-get,200,OK,Thread Group 1-7,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,558,0,0
1618808450437,689,HTTP Request-get,200,OK,Thread Group 1-8,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,688,0,0
1618808450518,647,HTTP Request-get,200,OK,Thread Group 1-9,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,647,0,0
1618808450561,657,HTTP Request-get,200,OK,Thread Group 1-10,text,true,,439,328,10,10,https://petstore.swagger.io/v2/store/order/6,657,0,0
1618808449638,2282,HTTP Request-get,200,OK,Thread Group 1-2,text,true,,419,377,10,10,https://petstore.swagger.io/v2/store/inventory,2281,0,1617
1618808449783,2419,HTTP Request-get,200,OK,Thread Group 1-1,text,true,,419,377,9,9,https://petstore.swagger.io/v2/store/inventory,2419,0,1680
1618808449886,2354,HTTP Request-get,200,OK,Thread Group 1-3,text,true,,419,377,8,8,https://petstore.swagger.io/v2/store/inventory,2353,0,1593
1618808450098,2640,HTTP Request-get,200,OK,Thread Group 1-4,text,true,,419,377,7,7,https://petstore.swagger.io/v2/store/inventory,2639,0,1736
1618808450374,2430,HTTP Request-get,200,OK,Thread Group 1-5,text,true,,419,377,6,6,https://petstore.swagger.io/v2/store/inventory,2430,0,1730
1618808450552,2372,HTTP Request-get,200,OK,Thread Group 1-6,text,true,,419,377,5,5,https://petstore.swagger.io/v2/store/inventory,2371,0,1771
1618808450748,2338,HTTP Request-get,200,OK,Thread Group 1-7,text,true,,419,377,4,4,https://petstore.swagger.io/v2/store/inventory,2330,0,1922
1618808451128,2087,HTTP Request-get,200,OK,Thread Group 1-8,text,true,,419,377,3,3,https://petstore.swagger.io/v2/store/inventory,2086,0,1636
1618808451166,2132,HTTP Request-get,200,OK,Thread Group 1-9,text,true,,419,377,2,2,https://petstore.swagger.io/v2/store/inventory,2131,0,1691
1618808451220,2146,HTTP Request-get,200,OK,Thread Group 1-10,text,true,,419,377,1,1,https://petstore.swagger.io/v2/store/inventory,2145,0,1691
